Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR,Performance_BA,Performance_AIR,Count,Change_BA,Change_AIR,%Change_BA,%Change_AIR,%Change_Volume_BA,%Change_Volume_AIR
2019-06-26,26,6,2019,Wednesday,3,371.019989,378.980011,370.0,374.940002,368.261932,4542000,125.0,126.0,124.5,125.540001,118.161217,1028633,positive,positive,80,3.920012999999983,0.5400010000000037,-1.7219186102081467,-0.790697449071744,0.5112796965462167,-0.03734181598339403
2019-06-27,27,6,2019,Thursday,4,367.540009,369.929993,362.350006,364.019989,357.536407,8980000,125.5,125.760002,123.82,123.879997,116.598785,995489,Negative,Negative,81,-3.520019999999988,-1.620002999999997,-1.8979613077813782,-3.999999999999974,0.9771025979744605,-0.032221404524256925
2019-06-28,28,6,2019,Friday,5,363.920013,366.230011,361.570007,364.01001,357.526611,4737100,123.660004,125.0,123.220001,124.68,117.351761,1108817,positive,positive,82,0.0899970000000394,1.0199960000000061,-1.0255671842773733,-1.6296259945197682,-0.47248329621380847,0.11384153918325568
2019-07-01,1,7,2019,Monday,1,364.880005,365.230011,353.320007,356.459991,350.111084,6392600,123.5,126.080002,123.5,124.300003,116.994095,849429,Negative,positive,83,-8.42001399999998,0.8000030000000038,-94.5588297387279,-0.2156802575696385,0.3494754174494945,-0.23393219981295377
2019-07-02,2,7,2019,Tuesday,2,355.630005,356.779999,352.690002,354.160004,347.852051,3774700,122.900002,124.279999,122.599998,123.959999,116.67408,1028534,Negative,positive,84,-1.470000999999968,1.0599969999999956,-0.8254158484772149,0.3249912812826834,-0.4095203829427776,0.21085340858388402
2019-07-03,3,7,2019,Wednesday,3,354.5,354.850006,352.26001,354.470001,348.156494,2164900,124.279999,126.040001,123.82,125.639999,118.255341,675445,Negative,positive,85,-0.02999899999997524,1.3599999999999994,-0.9795925308894512,0.2830224991202852,-0.42647097782605237,-0.34329346428995056
2019-07-05,5,7,2019,Friday,5,354.0,357.25,351.429993,355.859985,349.521729,3208200,124.540001,125.199997,123.699997,124.580002,117.257645,724073,positive,positive,86,1.8599849999999947,0.04000099999998952,-63.001566718941625,-0.9705875000000077,0.48191602383481924,0.07199401875800393
2019-07-08,8,7,2019,Monday,1,350.410004,352.959991,349.399994,351.119995,344.86615,3262300,124.199997,124.419998,123.0,123.919998,116.636429,788487,positive,Negative,87,0.7099910000000023,-0.27999899999998945,-0.618281330225779,-7.999800005001446,0.01686303846393611,0.08896064347103128
2019-07-09,9,7,2019,Tuesday,2,349.049988,353.850006,347.899994,353.089996,346.801117,4828200,124.080002,124.720001,123.300003,124.099998,116.805855,666957,positive,positive,88,4.040008,0.01999600000000612,4.690224242279109,-1.0714145407662417,0.4799987738711953,-0.15413063246445402
2019-07-10,10,7,2019,Wednesday,3,354.48999,356.519989,351.25,352.299988,346.025146,2946700,124.839996,127.620003,124.5,125.839996,118.443573,1016895,Negative,positive,89,-2.1900019999999927,1.0,-1.5420786295472664,49.01000200038477,-0.38968973944741314,0.5246785025121559
2019-07-11,11,7,2019,Thursday,4,352.619995,359.26001,350.700012,359.0,352.605835,5059200,126.220001,127.099998,125.739998,125.980003,118.575356,727473,positive,Negative,90,6.380004999999983,-0.23999799999999993,-3.913241631742804,-1.239998,0.7169036549360301,-0.2846134556665142
2019-07-12,12,7,2019,Friday,5,360.0,365.450012,358.140015,365.329987,358.823059,3592800,126.279999,128.039993,125.120003,127.68,120.17543,1023854,positive,positive,91,5.329987000000017,1.4000010000000032,-0.1645794948436512,-6.833386111550944,-0.28984819734345346,0.4074116840075164
2019-07-15,15,7,2019,Monday,1,360.5,362.850006,359.019989,361.609985,355.169312,4814600,128.580002,129.899994,128.139999,129.199997,121.606087,973647,positive,positive,92,1.1099849999999947,0.6199949999999887,-0.7917471468504537,-0.5571467448951912,0.3400690269427744,-0.04903726507881001
2019-07-16,16,7,2019,Tuesday,2,361.26001,365.350006,361.200012,362.75,356.289032,2960400,128.880005,131.419998,128.479996,131.139999,123.432076,1035676,positive,positive,93,1.4899899999999775,2.2599939999999776,0.3423514732180928,2.6451810095243005,-0.3851202592115648,0.06370789413411626
2019-07-17,17,7,2019,Wednesday,3,362.75,369.75,362.0,369.519989,362.938446,4010000,130.960007,132.320007,130.880005,131.960007,124.203873,1084788,positive,positive,94,6.76998900000001,1.0,3.5436472728005635,-0.5575209491706572,0.3545466828806918,0.04742023567216003
2019-07-18,18,7,2019,Thursday,4,367.600006,368.450012,359.75,361.109985,354.678253,4582800,131.479996,132.919998,130.179993,132.100006,124.335655,918163,Negative,positive,95,-6.490021000000013,0.6200100000000077,-1.9586457230580439,-0.3799899999999923,0.14284289276807982,-0.15360144101889028
2019-07-19,19,7,2019,Friday,5,370.670013,378.399994,368.5,377.359985,370.638794,9504000,132.440002,133.860001,131.039993,131.5,123.770897,1110654,positive,Negative,96,6.689972000000012,-0.9400019999999927,-2.03080899121898,-2.5161078047127967,1.0738413197172036,0.20964796011165765
